PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2017p106655,2017-02-09T11:06:01Z,-38.36,5.4,178.7,6.3,29.0,6.0,M,,,,,,,2.6,0.2,13,2.3,nan,6,,,,2.3,0.2,6
2017p106782,2017-02-09T12:13:48Z,-36.96,5.1,179.1,7.9,12.0,0.0,M,,,,,,,3.6,0.2,27,3.3,nan,21,,,,3.3,0.1,21
2017p106805,2017-02-09T12:26:04Z,-42.07,2.7,173.7,3.1,24.0,4.0,M,,,,,,,2.9,0.2,14,2.7,nan,12,,,,2.7,0.1,12
2017p106846,2017-02-09T12:48:03Z,-40.59,7.3,173.62,3.8,96.0,8.0,M,,,,,,,,,,2.1,nan,6,,,,2.1,0.1,6
2017p106876,2017-02-09T13:03:59Z,-37.31,8.0,178.79,9.0,22.0,5.0,M,,,,,,,2.9,0.2,16,2.5,nan,8,,,,2.5,0.2,8
2017p107120,2017-02-09T15:13:34Z,-37.33,3.6,178.77,5.9,26.0,4.0,M,,,,,,,3.3,0.3,30,3.0,nan,23,,,,3.0,0.2,23
2017p107428,2017-02-09T17:57:50Z,-37.21,9.9,177.47,15.4,147.0,11.0,M,,,,,,,,,,2.3,nan,5,,,,2.3,0.2,5
2017p107740,2017-02-09T20:44:00Z,-39.38,5.8,173.78,4.4,9.0,3.0,M,,,,,,,2.8,0.2,10,2.6,nan,8,,,,2.6,0.2,8
2017p107876,2017-02-09T21:56:49Z,-42.09,2.7,173.7,3.4,23.0,4.0,M,,,,,,,3.1,0.2,13,2.9,nan,12,,,,2.9,0.1,12
2017p107986,2017-02-09T22:55:17Z,-36.89,20.1,176.75,19.5,180.0,23.0,M,,,,,,,2.7,0.2,6,2.6,nan,3,,,,2.6,0.5,3
2017p108026,2017-02-09T23:16:46Z,-41.72,3.1,174.09,2.7,11.0,4.0,M,,,,,,,2.9,0.2,13,2.7,nan,13,,,,2.7,0.2,13
2017p108122,2017-02-10T00:07:27Z,-44.57,3.8,168.37,3.2,5.0,4.0,M,,,,,,,2.6,0.1,6,2.4,nan,2,,,,2.4,0.1,2
2017p108123,2017-02-10T00:08:12Z,-42.23,3.3,173.56,5.0,27.0,7.0,M,,,,,,,4.1,0.2,19,3.9,nan,19,,,,3.9,0.2,19
2017p108292,2017-02-10T01:38:01Z,-39.07,3.0,177.88,3.6,22.0,3.0,M,,,,,,,2.9,0.3,36,2.7,nan,33,,,,2.7,0.2,33
2017p108370,2017-02-10T02:19:32Z,-37.19,6.6,176.52,7.7,233.0,10.0,M,,,,,,,,,,2.7,nan,12,,,,2.7,0.3,12
2017p108410,2017-02-10T02:41:13Z,-37.46,8.2,178.43,8.9,45.0,7.0,M,,,,,,,3.0,0.2,17,2.6,nan,12,,,,2.6,0.2,12
2017p108487,2017-02-10T03:22:20Z,-42.0,3.3,173.8,3.5,9.0,5.0,M,,,,,,,3.6,0.2,13,3.4,nan,13,,,,3.4,0.2,13
2017p108518,2017-02-10T03:38:30Z,-37.31,7.4,178.8,7.3,12.0,0.0,M,,,,,,,2.9,0.1,10,2.6,nan,7,,,,2.6,0.1,7
2017p108609,2017-02-10T04:26:59Z,-40.65,3.6,173.57,4.3,114.0,8.0,M,,,,,,,,,,2.1,nan,7,,,,2.1,0.1,7
2017p108678,2017-02-10T05:03:32Z,-35.61,7.1,179.49,13.9,33.0,0.0,M,,,,,,,4.6,0.2,21,4.4,nan,21,,,,4.4,0.1,21
2017p108725,2017-02-10T05:29:21Z,-37.24,8.2,178.86,7.8,12.0,0.0,M,,,,,,,3.1,0.2,12,2.8,nan,12,,,,2.8,0.1,12
2017p108895,2017-02-10T06:59:25Z,-42.79,4.7,174.58,5.6,33.0,0.0,M,,,,,,,2.7,0.2,9,2.7,nan,4,,,,2.7,0.3,4
2017p109069,2017-02-10T08:32:17Z,-37.71,4.1,176.36,4.0,164.0,7.0,M,,,,,,,,,,2.3,nan,24,,,,2.3,0.3,24
2017p109180,2017-02-10T09:31:32Z,-37.33,6.8,-179.49,4.8,33.0,0.0,M,,,,,,,3.5,0.2,14,3.1,nan,9,,,,3.1,0.1,9
2017p109588,2017-02-10T13:08:39Z,-42.2,2.2,172.79,3.8,39.0,6.0,M,,,,,,,2.3,0.2,12,2.1,nan,6,,,,2.1,0.3,6
2017p109648,2017-02-10T13:40:59Z,-43.65,3.1,172.47,2.6,5.0,0.0,M,,,,,,,3.1,0.2,11,2.9,nan,11,,,,2.9,0.2,11
2017p109950,2017-02-10T16:21:45Z,-37.02,16.2,179.17,20.0,16.0,21.0,M,,,,,,,2.8,0.1,10,2.5,nan,7,,,,2.5,0.1,7
2017p110312,2017-02-10T19:34:05Z,-36.15,17.0,178.35,26.0,239.0,13.0,M,4.1,0.2,3,,,,3.6,0.3,7,3.1,nan,6,3.2,0.4,3,3.1,0.3,6
2017p110316,2017-02-10T19:36:25Z,-41.96,2.4,173.72,2.6,6.0,4.0,M,,,,,,,2.5,0.2,14,2.3,nan,11,,,,2.3,0.2,11
2017p110540,2017-02-10T21:35:56Z,-42.11,3.3,173.91,3.4,35.0,4.0,M,,,,,,,2.2,0.3,9,2.0,nan,6,,,,2.0,0.5,6
2017p110635,2017-02-10T22:26:22Z,-42.39,4.1,173.46,3.5,5.0,0.0,M,,,,,,,3.2,0.2,7,3.1,nan,7,,,,3.1,0.1,7
2017p110843,2017-02-11T00:17:30Z,-42.51,8.6,173.88,17.1,28.0,23.0,M,,,,,,,3.6,0.2,10,3.4,nan,10,,,,3.4,0.2,10
2017p110853,2017-02-11T00:23:04Z,-37.07,6.4,176.95,6.8,238.0,7.0,M,,,,,,,3.0,0.2,7,2.7,nan,12,,,,2.7,0.2,12
2017p110856,2017-02-11T00:24:08Z,-36.98,6.9,177.01,6.8,199.0,13.0,M,,,,,,,,,,2.6,nan,8,,,,2.6,0.3,8
2017p110860,2017-02-11T00:26:15Z,-41.71,2.6,174.08,3.2,12.0,3.0,M,,,,,,,2.5,0.1,16,2.2,nan,12,,,,2.2,0.2,12
2017p110965,2017-02-11T01:22:18Z,-41.62,3.0,174.23,3.4,9.0,5.0,M,,,,,,,2.8,0.2,10,2.5,nan,10,,,,2.5,0.2,10
2017p110984,2017-02-11T01:32:24Z,-37.65,7.8,178.56,8.3,24.0,6.0,M,,,,,,,2.5,0.2,13,2.2,nan,11,,,,2.2,0.1,11
2017p111173,2017-02-11T03:13:24Z,-39.34,2.7,175.47,2.1,9.0,3.0,M,,,,,,,1.2,0.2,15,1.0,nan,12,,,,1.0,0.2,12
2017p111225,2017-02-11T03:41:09Z,-37.5,11.8,176.72,9.7,127.0,10.0,M,,,,,,,,,,2.2,nan,8,,,,2.2,0.2,8
2017p111453,2017-02-11T05:42:39Z,-38.75,22.6,176.47,18.9,9.0,29.0,M,,,,,,,1.7,0.2,9,1.3,nan,6,,,,1.3,0.2,6
2017p111564,2017-02-11T06:41:38Z,-37.26,6.2,178.85,9.9,12.0,0.0,M,,,,,,,3.0,0.2,12,2.6,nan,8,,,,2.6,0.1,8
2017p111598,2017-02-11T06:59:35Z,-42.69,3.5,172.77,3.0,9.0,6.0,M,,,,,,,2.3,0.2,9,2.5,nan,4,,,,2.5,0.3,4
2017p111830,2017-02-11T09:03:16Z,-39.1,3.0,175.32,3.3,6.0,6.0,M,,,,,,,2.4,0.3,30,2.2,nan,30,,,,2.2,0.2,30
2017p112020,2017-02-11T10:44:21Z,-37.33,5.1,178.89,6.3,20.0,5.0,M,,,,,,,3.1,0.2,19,2.9,nan,17,,,,2.9,0.2,17
2017p112136,2017-02-11T11:46:22Z,-37.77,9.7,-179.98,7.1,33.0,0.0,M,,,,,,,2.9,0.2,11,2.7,nan,7,,,,2.7,0.2,7
2017p112188,2017-02-11T12:14:01Z,-39.73,4.7,178.94,6.0,33.0,0.0,M,,,,,,,2.8,0.2,13,2.8,nan,4,,,,2.8,0.5,4
2017p112347,2017-02-11T13:38:37Z,-39.59,5.1,179.01,7.9,33.0,0.0,M,,,,,,,2.7,0.2,12,2.4,nan,7,,,,2.4,0.3,7
2017p112408,2017-02-11T14:11:47Z,-39.82,2.4,176.57,2.9,12.0,8.0,M,,,,,,,2.1,0.2,10,1.8,nan,9,,,,1.8,0.2,9
2017p112526,2017-02-11T15:14:22Z,-41.51,3.6,174.43,2.5,21.0,4.0,M,,,,,,,4.5,0.2,18,4.2,nan,18,,,,4.2,0.2,18
2017p112535,2017-02-11T15:18:57Z,-37.49,5.6,177.68,5.2,83.0,8.0,M,,,,,,,2.5,0.2,19,2.4,nan,15,,,,2.4,0.1,15
2017p112749,2017-02-11T17:12:55Z,-42.77,3.5,172.95,3.7,25.0,4.0,M,,,,,,,3.0,0.1,12,2.8,nan,12,,,,2.8,0.1,12
2017p113027,2017-02-11T19:41:06Z,-38.94,4.1,175.1,4.9,191.0,5.0,M,,,,,,,1.7,0.3,7,2.6,nan,25,,,,2.6,0.5,25
2017p113031,2017-02-11T19:43:15Z,-44.54,2.8,168.81,3.3,5.0,0.0,ML,,,,,,,2.6,0.2,6,,,,,,,,,
2017p113096,2017-02-11T20:17:25Z,-36.8,6.5,177.6,6.9,173.0,7.0,M,,,,,,,3.2,0.2,8,3.2,nan,37,,,,3.2,0.3,37
2017p113098,2017-02-11T20:18:54Z,-42.68,3.9,172.72,3.0,9.0,6.0,M,,,,,,,5.5,0.2,10,5.2,nan,10,,,,5.2,0.1,10
2017p113108,2017-02-11T20:24:14Z,-42.71,3.4,172.75,3.7,12.0,5.0,ML,,,,,,,2.8,0.2,8,,,,,,,,,
2017p113117,2017-02-11T20:29:13Z,-41.52,4.6,174.42,2.9,15.0,6.0,M,,,,,,,2.2,0.2,9,2.0,nan,6,,,,2.0,0.3,6
2017p113667,2017-02-12T01:21:53Z,-37.27,6.9,178.79,9.0,12.0,0.0,M,,,,,,,3.0,0.2,11,2.6,nan,8,,,,2.6,0.2,8
2017p114002,2017-02-12T04:20:32Z,-38.13,8.4,176.09,6.8,163.0,9.0,M,,,,,,,2.6,0.3,17,2.2,nan,9,,,,2.2,0.3,9
2017p114007,2017-02-12T04:23:17Z,-36.89,9.2,176.79,10.9,284.0,10.0,M,,,,,,,,,,3.0,nan,12,,,,3.0,0.3,12
2017p114096,2017-02-12T05:10:26Z,-37.16,5.2,178.87,9.4,12.0,0.0,M,,,,,,,3.0,0.3,13,2.7,nan,7,,,,2.7,0.3,7
2017p114136,2017-02-12T05:31:57Z,-41.49,4.0,174.42,4.1,30.0,9.0,M,,,,,,,2.9,0.2,10,2.7,nan,10,,,,2.7,0.2,10
2017p114139,2017-02-12T05:34:16Z,-39.91,2.0,175.67,3.2,5.0,0.0,M,,,,,,,2.9,0.2,9,2.7,nan,9,,,,2.7,0.2,9
2017p114146,2017-02-12T05:37:16Z,-42.69,2.9,172.31,3.3,5.0,0.0,M,,,,,,,2.9,0.2,12,2.7,nan,7,,,,2.7,0.1,7
2017p114323,2017-02-12T07:11:21Z,-41.66,2.7,174.24,2.4,7.0,5.0,M,,,,,,,2.9,0.2,11,2.7,nan,11,,,,2.7,0.2,11
2017p114430,2017-02-12T08:08:50Z,-39.25,5.7,175.19,4.3,21.0,10.0,M,,,,,,,2.7,0.2,21,2.5,nan,20,,,,2.5,0.2,20
2017p114621,2017-02-12T09:50:08Z,-39.8,3.2,176.99,4.9,26.0,4.0,M,,,,,,,2.9,0.3,14,2.6,nan,13,,,,2.6,0.3,13
2017p114633,2017-02-12T09:56:44Z,-37.89,7.7,176.27,6.1,142.0,12.0,M,,,,,,,2.4,0.1,6,2.1,nan,2,,,,2.1,0.5,2
2017p114740,2017-02-12T10:53:52Z,-42.51,3.7,173.25,6.1,16.0,8.0,M,,,,,,,3.8,0.2,10,3.6,nan,10,,,,3.6,0.2,10
2017p114780,2017-02-12T11:15:13Z,-42.46,3.3,173.47,4.6,5.0,4.0,M,,,,,,,3.3,0.2,11,3.2,nan,10,,,,3.2,0.1,10
2017p114929,2017-02-12T12:34:36Z,-39.3,6.1,174.26,5.8,15.0,7.0,M,,,,,,,2.2,0.3,12,1.8,nan,7,,,,1.8,0.3,7
2017p114955,2017-02-12T12:48:09Z,-39.3,5.7,174.25,5.3,15.0,7.0,M,,,,,,,2.4,0.2,16,2.1,nan,12,,,,2.1,0.3,12
2017p114968,2017-02-12T12:55:02Z,-39.28,8.9,174.27,7.3,16.0,14.0,M,,,,,,,2.0,0.6,7,1.4,nan,3,,,,1.4,0.4,3
2017p115010,2017-02-12T13:17:41Z,-38.33,4.9,177.91,4.0,24.0,13.0,M,,,,,,,1.4,0.3,5,0.7,nan,1,,,,0.7,nan,1
2017p115131,2017-02-12T14:21:47Z,-42.71,3.6,172.72,4.5,16.0,8.0,M,,,,,,,2.6,0.2,11,2.3,nan,2,,,,2.3,0.0,2
2017p115153,2017-02-12T14:33:43Z,-41.03,4.1,174.14,3.3,31.0,6.0,M,,,,,,,2.1,0.3,9,1.8,nan,4,,,,1.8,0.4,4
2017p115168,2017-02-12T14:41:54Z,-39.15,4.0,175.35,4.9,13.0,11.0,M,,,,,,,2.1,0.2,19,1.9,nan,18,,,,1.9,0.2,18
2017p115228,2017-02-12T15:13:42Z,-38.9,3.4,177.86,4.3,22.0,5.0,M,,,,,,,2.4,0.3,12,2.2,nan,9,,,,2.2,0.2,9
2017p115264,2017-02-12T15:32:59Z,-42.69,2.7,172.9,4.0,32.0,5.0,M,,,,,,,3.0,0.2,19,2.8,nan,13,,,,2.8,0.2,13
2017p115436,2017-02-12T17:04:28Z,-40.79,4.3,174.62,3.0,24.0,5.0,M,,,,,,,2.9,0.3,11,2.5,nan,8,,,,2.5,0.2,8
2017p115452,2017-02-12T17:13:17Z,-38.28,3.1,177.94,3.9,21.0,4.0,M,,,,,,,2.9,0.2,13,2.5,nan,11,,,,2.5,0.2,11
2017p115504,2017-02-12T17:40:54Z,-40.31,3.2,176.74,4.3,15.0,5.0,M,,,,,,,2.8,0.2,12,2.5,nan,13,,,,2.5,0.2,13
2017p115534,2017-02-12T17:56:59Z,-38.76,3.9,176.45,3.5,80.0,6.0,M,,,,,,,3.0,0.2,36,2.7,nan,31,,,,2.7,0.2,31
2017p115642,2017-02-12T18:54:39Z,-36.82,6.8,177.79,7.2,12.0,0.0,M,,,,,,,3.2,0.2,10,2.9,nan,9,,,,2.9,0.1,9
2017p115732,2017-02-12T19:42:22Z,-40.31,3.8,176.75,4.0,16.0,4.0,M,,,,,,,3.0,0.2,12,2.7,nan,12,,,,2.7,0.2,12
2017p115739,2017-02-12T19:46:00Z,-42.59,3.9,172.62,4.9,13.0,9.0,M,,,,,,,4.1,0.2,15,3.9,nan,15,,,,3.9,0.1,15
2017p116222,2017-02-13T00:03:07Z,-40.3,4.1,176.74,4.3,13.0,5.0,M,,,,,,,2.9,0.1,10,2.6,nan,9,,,,2.6,0.3,9
2017p116321,2017-02-13T00:56:09Z,-37.3,6.7,176.73,5.8,206.0,9.0,M,,,,,,,3.3,0.2,7,3.0,nan,13,,,,3.0,0.2,13
2017p116379,2017-02-13T01:27:11Z,-37.86,3.1,177.59,2.8,36.0,5.0,M,,,,,,,3.4,0.3,30,3.2,nan,25,,,,3.2,0.2,25
2017p116567,2017-02-13T03:07:15Z,-38.32,2.3,177.56,2.7,43.0,4.0,M,,,,,,,3.8,0.3,47,3.5,nan,46,,,,3.5,0.2,46
2017p116745,2017-02-13T04:41:50Z,-36.12,9.5,178.05,10.4,166.0,15.0,M,,,,,,,3.5,0.3,12,3.2,nan,9,,,,3.2,0.2,9
2017p116817,2017-02-13T05:20:20Z,-44.71,3.7,167.54,4.8,5.0,0.0,M,,,,,,,3.1,0.3,8,2.1,nan,1,,,,2.1,nan,1
2017p116942,2017-02-13T06:26:54Z,-38.58,2.6,177.76,3.1,16.0,4.0,M,,,,,,,2.8,0.2,18,2.5,nan,17,,,,2.5,0.2,17
2017p116975,2017-02-13T06:44:24Z,-42.52,3.8,173.4,6.4,19.0,7.0,M,,,,,,,3.7,0.2,18,3.5,nan,18,,,,3.5,0.1,18
2017p117032,2017-02-13T07:16:22Z,-39.03,3.9,175.74,6.1,6.0,21.0,M,,,,,,,1.6,0.2,12,1.3,nan,11,,,,1.3,0.3,11
2017p117065,2017-02-13T07:32:23Z,-42.59,3.9,172.62,4.9,16.0,9.0,M,,,,,,,3.1,0.2,18,3.0,nan,15,,,,3.0,0.2,15
2017p117158,2017-02-13T08:22:10Z,-39.03,5.0,175.75,7.4,0.0,0.0,M,,,,,,,1.3,0.2,8,0.9,nan,7,,,,0.9,0.2,7
2017p117172,2017-02-13T08:29:26Z,-39.01,7.0,174.91,6.4,185.0,8.0,M,,,,,,,,,,2.3,nan,7,,,,2.3,0.4,7
2017p117416,2017-02-13T10:39:50Z,-42.59,5.3,172.61,5.7,15.0,10.0,ML,,,,,,,2.7,0.1,9,,,,,,,,,
2017p117507,2017-02-13T11:27:33Z,-36.85,7.6,176.93,8.9,253.0,10.0,M,,,,,,,,,,2.7,nan,5,,,,2.7,0.4,5
2017p117655,2017-02-13T12:46:47Z,-34.5,9.6,179.17,12.1,220.0,20.0,M,5.0,nan,1,,,,,,,4.2,nan,13,4.3,0.4,1,4.2,0.2,13
2017p117688,2017-02-13T13:04:17Z,-45.11,5.1,167.42,5.5,95.0,8.0,M,,,,,,,,,,3.3,nan,7,,,,3.3,0.4,7
2017p118052,2017-02-13T16:18:23Z,-41.98,2.9,173.73,4.3,24.0,7.0,M,,,,,,,3.3,0.2,18,3.1,nan,17,,,,3.1,0.1,17
2017p118148,2017-02-13T17:09:33Z,-38.6,6.6,176.62,6.1,43.0,26.0,M,,,,,,,2.2,0.4,14,2.0,nan,14,,,,2.0,0.2,14
2017p118322,2017-02-13T18:42:26Z,-38.88,2.9,177.86,4.2,11.0,5.0,M,,,,,,,2.7,0.2,14,2.4,nan,13,,,,2.4,0.2,13
2017p118451,2017-02-13T19:50:49Z,-39.09,3.4,175.3,4.3,10.0,6.0,M,,,,,,,2.2,0.3,23,1.8,nan,17,,,,1.8,0.2,17
2017p118539,2017-02-13T20:38:01Z,-41.75,3.2,174.11,3.8,16.0,6.0,M,,,,,,,3.3,0.2,14,3.1,nan,13,,,,3.1,0.2,13
2017p119465,2017-02-14T04:51:03Z,-38.88,3.2,177.96,5.0,29.0,4.0,M,,,,,,,3.2,0.2,32,2.9,nan,31,,,,2.9,0.2,31
2017p119663,2017-02-14T06:36:58Z,-42.51,3.0,173.15,4.3,14.0,4.0,M,,,,,,,2.7,0.2,13,2.7,nan,5,,,,2.7,0.2,5
2017p119664,2017-02-14T06:37:05Z,-41.84,6.6,173.95,21.1,25.0,10.0,M,,,,,,,2.0,0.5,5,1.1,nan,2,,,,1.1,0.4,2
2017p119668,2017-02-14T06:39:26Z,-41.78,2.6,174.21,2.9,8.0,4.0,M,,,,,,,2.9,0.2,15,3.0,nan,15,,,,3.0,0.2,15
2017p119670,2017-02-14T06:40:28Z,-41.94,3.3,174.0,5.8,31.0,10.0,M,,,,,,,3.4,0.2,18,3.2,nan,19,,,,3.2,0.1,19
2017p119720,2017-02-14T07:06:53Z,-42.58,3.3,172.62,4.6,12.0,0.0,M,,,,,,,2.6,0.2,7,2.5,nan,2,,,,2.5,0.0,2
2017p119721,2017-02-14T07:07:03Z,-43.37,3.9,171.11,4.5,5.0,0.0,M,,,,,,,2.3,0.5,7,2.2,nan,2,,,,2.2,0.9,2
2017p119974,2017-02-14T09:22:36Z,-42.3,2.6,173.69,3.8,9.0,4.0,M,,,,,,,3.8,0.2,12,3.8,nan,83,,,,3.8,0.4,83
2017p120048,2017-02-14T10:01:36Z,-41.91,2.9,171.84,4.1,5.0,0.0,M,,,,,,,3.4,0.2,11,3.2,nan,11,,,,3.2,0.1,11
2017p120064,2017-02-14T10:10:11Z,-38.97,3.5,178.78,5.5,33.0,0.0,M,,,,,,,3.1,0.2,25,2.9,nan,25,,,,2.9,0.1,25
2017p120106,2017-02-14T10:32:57Z,-42.13,2.4,173.6,4.4,5.0,0.0,M,,,,,,,2.4,0.4,7,1.9,nan,2,,,,1.9,0.0,2
2017p120114,2017-02-14T10:36:52Z,-37.29,8.8,178.87,10.5,12.0,0.0,M,,,,,,,2.6,0.2,12,2.5,nan,8,,,,2.5,0.2,8
2017p120164,2017-02-14T11:03:34Z,-38.6,4.5,178.49,5.5,24.0,7.0,M,,,,,,,2.5,0.2,13,2.5,nan,7,,,,2.5,0.3,7
2017p120165,2017-02-14T11:03:40Z,-42.65,3.2,172.81,3.3,5.0,0.0,ML,,,,,,,2.3,0.3,5,,,,,,,,,
2017p120166,2017-02-14T11:04:14Z,-39.0,10.5,173.93,10.1,3.0,7.0,M,,,,,,,2.6,0.2,15,2.3,nan,11,,,,2.3,0.3,11
2017p120232,2017-02-14T11:40:05Z,-39.15,4.0,175.34,4.8,12.0,12.0,M,,,,,,,2.1,0.3,22,1.8,nan,19,,,,1.8,0.2,19
2017p120236,2017-02-14T11:41:46Z,-39.14,2.9,175.35,3.0,8.0,5.0,M,,,,,,,2.6,0.3,31,2.3,nan,30,,,,2.3,0.2,30
2017p120326,2017-02-14T12:30:05Z,-43.03,2.9,171.26,2.9,5.0,0.0,M,,,,,,,2.5,0.5,9,3.0,nan,2,,,,3.0,0.0,2
2017p120353,2017-02-14T12:44:32Z,-43.94,4.1,169.0,3.8,5.0,0.0,M,,,,,,,3.0,0.1,10,2.9,nan,6,,,,2.9,0.2,6
2017p120612,2017-02-14T15:02:05Z,-41.24,6.9,172.7,7.6,132.0,7.0,M,,,,,,,,,,3.1,nan,15,,,,3.1,0.3,15
2017p120855,2017-02-14T17:12:14Z,-42.37,4.2,173.92,5.0,12.0,4.0,M,,,,,,,3.0,0.2,18,2.8,nan,12,,,,2.8,0.2,12
2017p120956,2017-02-14T18:05:52Z,-40.82,3.6,174.25,2.8,34.0,6.0,M,,,,,,,2.4,0.2,16,2.1,nan,11,,,,2.1,0.1,11
2017p120980,2017-02-14T18:18:09Z,-39.52,28.4,175.71,17.6,16.0,15.0,M,,,,,,,1.3,0.5,6,1.0,nan,6,,,,1.0,0.5,6
2017p121080,2017-02-14T19:11:28Z,-39.76,3.4,176.6,4.8,25.0,8.0,M,,,,,,,2.9,0.2,12,2.7,nan,12,,,,2.7,0.2,12
2017p121138,2017-02-14T19:42:21Z,-39.08,26.1,175.25,37.6,18.0,34.0,M,,,,,,,1.4,0.2,8,1.0,nan,6,,,,1.0,0.2,6
2017p121317,2017-02-14T21:17:59Z,-42.7,3.2,172.82,4.8,20.0,8.0,M,,,,,,,3.4,0.2,19,3.2,nan,19,,,,3.2,0.1,19
2017p121479,2017-02-14T22:44:33Z,-39.26,10.6,175.16,35.7,19.0,20.0,M,,,,,,,2.1,0.2,14,1.9,nan,12,,,,1.9,0.2,12
2017p121484,2017-02-14T22:46:43Z,-37.22,5.7,179.0,7.5,12.0,0.0,M,,,,,,,3.1,0.2,16,2.8,nan,13,,,,2.8,0.2,13
2017p121822,2017-02-15T01:47:13Z,-37.25,2.6,175.5,4.1,5.0,0.0,M,,,,,,,2.4,0.3,7,2.2,nan,6,,,,2.2,0.2,6
2017p121904,2017-02-15T02:31:12Z,-38.39,5.9,176.22,10.4,5.0,0.0,M,,,,,,,1.4,0.1,6,1.0,nan,6,,,,1.0,0.1,6
2017p122160,2017-02-15T04:47:14Z,-37.08,8.4,179.08,9.4,12.0,0.0,M,,,,,,,2.8,0.2,11,2.6,nan,7,,,,2.6,0.1,7
2017p122408,2017-02-15T06:59:09Z,-41.21,7.3,172.59,6.6,172.0,7.0,M,,,,,,,,,,2.4,nan,6,,,,2.4,0.3,6
2017p122570,2017-02-15T08:25:29Z,-36.82,5.2,177.8,6.3,138.0,8.0,M,,,,,,,3.1,0.2,7,3.0,nan,25,,,,3.0,0.3,25
2017p122587,2017-02-15T08:34:52Z,-39.13,4.6,175.36,14.3,8.0,12.0,M,,,,,,,1.2,0.2,12,0.9,nan,6,,,,0.9,0.2,6
2017p122915,2017-02-15T11:29:25Z,-42.31,3.1,173.57,4.2,7.0,6.0,M,,,,,,,3.5,0.2,9,3.4,nan,9,,,,3.4,0.2,9
2017p123136,2017-02-15T13:27:15Z,-38.91,6.9,175.74,9.3,1.0,6.0,M,,,,,,,1.2,0.1,7,0.8,nan,6,,,,0.8,0.1,6
2017p123194,2017-02-15T13:58:12Z,-38.93,5.6,175.73,6.6,5.0,0.0,M,,,,,,,1.4,0.2,11,1.1,nan,8,,,,1.1,0.2,8
2017p123196,2017-02-15T13:59:11Z,-36.89,4.7,179.27,6.5,33.0,0.0,M,,,,,,,4.4,0.3,22,4.2,nan,21,,,,4.2,0.2,21
2017p123250,2017-02-15T14:28:08Z,-38.89,12.2,175.67,11.4,3.0,7.0,M,,,,,,,1.5,0.2,7,1.2,nan,6,,,,1.2,0.1,6
2017p123261,2017-02-15T14:33:52Z,-38.89,12.2,175.69,13.5,3.0,52.0,M,,,,,,,1.4,0.1,8,1.2,nan,7,,,,1.2,0.1,7
2017p123267,2017-02-15T14:36:47Z,-38.91,3.7,175.71,5.4,5.0,11.0,M,,,,,,,1.7,0.3,12,1.4,nan,11,,,,1.4,0.2,11
2017p123277,2017-02-15T14:41:59Z,-38.92,3.4,175.72,5.3,4.0,14.0,M,,,,,,,1.7,0.3,14,1.3,nan,8,,,,1.3,0.2,8
2017p123292,2017-02-15T14:50:09Z,-36.92,5.1,179.28,8.4,33.0,0.0,M,,,,,,,3.3,0.2,19,2.9,nan,15,,,,2.9,0.1,15
2017p123306,2017-02-15T14:57:19Z,-38.14,4.6,176.2,6.5,113.0,10.0,M,,,,,,,2.4,0.3,12,2.1,nan,6,,,,2.1,0.3,6
2017p123328,2017-02-15T15:09:28Z,-36.95,5.1,179.03,8.5,12.0,0.0,M,,,,,,,2.9,0.2,15,2.6,nan,9,,,,2.6,0.2,9
2017p123330,2017-02-15T15:10:31Z,-36.79,8.1,179.25,12.5,33.0,0.0,M,,,,,,,3.0,0.1,9,2.8,nan,6,,,,2.8,0.2,6
2017p123439,2017-02-15T16:09:09Z,-39.2,17.9,175.22,22.7,12.0,54.0,M,,,,,,,1.6,0.3,12,1.1,nan,6,,,,1.1,0.3,6
2017p123484,2017-02-15T16:32:26Z,-39.25,11.1,175.2,34.9,15.0,35.0,M,,,,,,,1.5,0.2,10,1.1,nan,8,,,,1.1,0.2,8
2017p123488,2017-02-15T16:34:38Z,-39.96,2.2,176.61,3.0,29.0,4.0,M,,,,,,,3.0,0.2,16,2.7,nan,15,,,,2.7,0.2,15
2017p123616,2017-02-15T17:42:48Z,-42.14,2.4,172.76,3.9,51.0,8.0,M,,,,,,,2.5,0.2,16,2.4,nan,6,,,,2.4,0.3,6
2017p123774,2017-02-15T19:06:56Z,-38.24,2.9,177.62,3.6,62.0,5.0,M,,,,,,,3.5,0.2,48,3.3,nan,49,,,,3.3,0.2,49
2017p123796,2017-02-15T19:18:55Z,-38.9,10.9,175.7,12.7,2.0,7.0,M,,,,,,,1.3,0.1,7,1.1,nan,6,,,,1.1,0.2,6
2017p123810,2017-02-15T19:26:20Z,-41.93,4.0,173.99,6.1,29.0,10.0,M,,,,,,,3.4,0.1,13,3.3,nan,12,,,,3.3,0.2,12
2017p123906,2017-02-15T20:17:17Z,-41.88,4.9,174.17,3.7,5.0,0.0,M,,,,,,,2.3,0.2,10,2.1,nan,6,,,,2.1,0.2,6
