PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,mB,mB_Uncertainty,mB_StationCount,Mjma,Mjma_Uncertainty,Mjma_StationCount,ML,ML_Uncertainty,ML_StationCount,M,M_Uncertainty,M_StationCount,Mw(mB),Mw(mB)_Uncertainty,Mw(mB)_StationCount,MLv,MLv_Uncertainty,MLv_StationCount
2017p019292,2017-01-08T03:19:26Z,-39.17,1.7,175.38,2.7,5.0,4.0,M,,,,,,,1.1,0.0,7,0.8,nan,6,,,,0.8,0.1,6
2017p019304,2017-01-08T03:25:16Z,-41.83,3.6,174.2,4.5,8.0,6.0,M,,,,,,,3.1,0.2,10,2.9,nan,19,,,,2.9,0.1,19
2017p019414,2017-01-08T04:24:13Z,-41.76,3.6,174.23,4.3,7.0,7.0,M,,,,,,,2.8,0.1,11,2.6,nan,12,,,,2.6,0.2,12
2017p019417,2017-01-08T04:25:26Z,-41.78,3.3,174.18,3.3,11.0,4.0,M,,,,,,,2.7,0.3,11,2.6,nan,11,,,,2.6,0.2,11
2017p019495,2017-01-08T05:07:07Z,-40.19,4.1,176.53,4.7,41.0,9.0,M,,,,,,,3.5,0.2,10,3.2,nan,50,,,,3.2,0.2,50
2017p019519,2017-01-08T05:19:58Z,-41.69,3.0,174.26,3.8,11.0,5.0,M,,,,,,,2.4,0.1,10,2.4,nan,7,,,,2.4,0.2,7
2017p019541,2017-01-08T05:32:29Z,-40.02,7.1,173.62,9.1,203.0,8.0,M,,,,,,,,,,3.0,nan,28,,,,3.0,0.3,28
2017p019552,2017-01-08T05:38:22Z,-39.62,3.4,176.68,3.8,22.0,7.0,M,,,,,,,2.2,0.3,12,1.8,nan,7,,,,1.8,0.2,7
2017p019606,2017-01-08T06:06:22Z,-42.32,4.5,174.16,4.8,12.0,0.0,M,,,,,,,2.6,0.1,10,2.4,nan,6,,,,2.4,0.2,6
2017p019634,2017-01-08T06:21:30Z,-42.53,3.3,173.13,3.0,5.0,0.0,M,,,,,,,3.5,0.2,10,3.3,nan,35,,,,3.3,0.2,35
2017p019775,2017-01-08T07:36:07Z,-41.73,3.3,174.22,4.5,5.0,7.0,M,,,,,,,2.5,0.2,9,2.2,nan,6,,,,2.2,0.4,6
2017p019801,2017-01-08T07:50:21Z,-42.04,2.5,173.65,3.4,5.0,0.0,M,,,,,,,2.5,0.2,8,2.1,nan,4,,,,2.1,0.2,4
2017p019839,2017-01-08T08:10:45Z,-42.01,3.3,173.84,3.6,5.0,0.0,M,,,,,,,2.5,0.2,9,2.1,nan,5,,,,2.1,0.4,5
2017p019847,2017-01-08T08:14:45Z,-41.81,3.1,174.12,3.6,11.0,5.0,M,,,,,,,3.2,0.2,14,3.0,nan,26,,,,3.0,0.2,26
2017p019848,2017-01-08T08:14:51Z,-44.6,4.4,168.44,3.7,5.0,0.0,M,,,,,,,2.2,0.3,4,1.8,nan,1,,,,1.8,nan,1
2017p019864,2017-01-08T08:23:46Z,-41.97,2.8,173.7,3.1,5.0,0.0,M,,,,,,,2.5,0.1,7,2.3,nan,6,,,,2.3,0.0,6
2017p019878,2017-01-08T08:31:13Z,-39.23,2.5,175.24,2.7,17.0,4.0,M,,,,,,,2.4,0.3,33,2.2,nan,27,,,,2.2,0.2,27
2017p019889,2017-01-08T08:37:07Z,-38.85,5.4,177.3,6.0,47.0,7.0,M,,,,,,,2.5,0.2,15,2.2,nan,15,,,,2.2,0.2,15
2017p019900,2017-01-08T08:42:47Z,-41.74,5.5,177.68,4.5,33.0,0.0,M,,,,,,,3.9,0.3,25,3.6,nan,25,,,,3.6,0.3,25
2017p019940,2017-01-08T09:04:09Z,-40.08,3.1,173.06,6.3,5.0,0.0,M,,,,,,,3.1,0.2,14,2.9,nan,13,,,,2.9,0.2,13
2017p020069,2017-01-08T10:13:04Z,-41.89,2.9,174.05,4.5,10.0,5.0,M,,,,,,,2.5,0.2,11,2.3,nan,6,,,,2.3,0.3,6
2017p020072,2017-01-08T10:14:39Z,-39.77,3.7,174.73,4.1,108.0,7.0,M,,,,,,,3.3,0.2,30,3.3,nan,68,,,,3.3,0.2,68
2017p020085,2017-01-08T10:21:29Z,-41.25,6.7,173.1,5.7,108.0,7.0,M,,,,,,,,,,3.1,nan,21,,,,3.1,0.1,21
2017p020102,2017-01-08T10:30:30Z,-38.3,5.3,176.14,5.6,132.0,13.0,M,,,,,,,2.3,0.2,8,1.9,nan,2,,,,1.9,0.3,2
2017p020159,2017-01-08T10:57:18Z,-41.99,3.4,177.8,3.6,12.0,0.0,M,,,,,,,3.6,0.2,18,3.3,nan,13,,,,3.3,0.3,13
2017p020152,2017-01-08T10:57:26Z,-41.62,8.6,178.0,8.0,33.0,0.0,M,,,,,,,3.4,0.3,15,3.2,nan,11,,,,3.2,0.3,11
2017p020153,2017-01-08T10:57:50Z,-41.92,3.5,173.87,3.9,8.0,8.0,M,,,,,,,2.2,0.2,7,1.7,nan,4,,,,1.7,0.2,4
2017p020154,2017-01-08T10:58:20Z,-41.92,3.0,173.87,4.7,7.0,7.0,M,,,,,,,2.1,0.3,6,1.6,nan,3,,,,1.6,0.3,3
2017p020157,2017-01-08T11:00:15Z,-42.16,5.8,177.91,5.2,33.0,0.0,M,,,,,,,3.6,0.4,12,3.6,nan,6,,,,3.6,0.1,6
2017p020170,2017-01-08T11:06:42Z,-42.31,4.3,174.16,5.4,12.0,0.0,M,,,,,,,2.8,0.1,13,2.5,nan,7,,,,2.5,0.2,7
2017p020174,2017-01-08T11:08:55Z,-42.42,2.9,173.68,3.2,5.0,4.0,M,,,,,,,2.9,0.2,7,2.7,nan,8,,,,2.7,0.2,8
2017p020192,2017-01-08T11:18:36Z,-42.4,3.6,173.87,3.4,5.0,0.0,M,,,,,,,3.1,0.2,15,3.0,nan,10,,,,3.0,0.1,10
2017p020217,2017-01-08T11:32:01Z,-42.23,2.4,173.57,3.1,9.0,4.0,M,,,,,,,3.8,0.1,12,3.5,nan,31,,,,3.5,0.2,31
2017p020239,2017-01-08T11:43:48Z,-42.12,5.6,177.83,5.1,12.0,0.0,M,,,,,,,3.6,0.4,14,3.7,nan,24,,,,3.7,0.3,24
2017p020263,2017-01-08T11:56:12Z,-42.22,2.3,173.55,3.5,5.0,0.0,M,,,,,,,3.2,0.1,9,3.0,nan,14,,,,3.0,0.1,14
2017p020375,2017-01-08T12:56:08Z,-42.01,2.4,173.79,2.8,5.0,0.0,M,,,,,,,4.4,0.2,12,4.4,nan,79,,,,4.4,0.2,79
2017p020411,2017-01-08T13:15:06Z,-42.22,2.9,173.76,4.9,5.0,3.0,M,,,,,,,2.5,0.3,8,2.3,nan,5,,,,2.3,0.4,5
2017p020412,2017-01-08T13:15:48Z,-41.01,3.2,172.44,3.3,5.0,0.0,M,,,,,,,2.3,0.1,6,1.9,nan,3,,,,1.9,0.3,3
2017p020448,2017-01-08T13:35:12Z,-38.49,6.8,176.92,5.3,45.0,13.0,M,,,,,,,2.1,0.2,11,1.9,nan,10,,,,1.9,0.2,10
2017p020452,2017-01-08T13:37:15Z,-42.43,3.8,173.68,3.1,5.0,4.0,M,,,,,,,3.6,0.2,9,3.3,nan,18,,,,3.3,0.2,18
2017p020470,2017-01-08T13:46:46Z,-41.68,2.2,174.15,2.5,11.0,4.0,M,,,,,,,3.9,0.3,12,3.9,nan,63,,,,3.9,0.2,63
2017p020521,2017-01-08T14:13:56Z,-37.01,5.7,179.04,9.9,5.0,0.0,M,,,,,,,3.1,0.2,12,3.0,nan,7,,,,3.0,0.4,7
2017p020522,2017-01-08T14:14:28Z,-41.75,4.5,172.5,5.0,56.0,9.0,M,,,,,,,2.5,0.2,10,2.6,nan,5,,,,2.6,0.8,5
2017p020555,2017-01-08T14:31:46Z,-41.76,2.9,174.06,3.2,11.0,5.0,M,,,,,,,2.4,0.2,10,2.0,nan,7,,,,2.0,0.3,7
2017p020605,2017-01-08T14:58:39Z,-41.86,2.4,174.07,3.8,6.0,5.0,M,,,,,,,2.5,0.2,12,2.3,nan,6,,,,2.3,0.6,6
2017p020637,2017-01-08T15:15:39Z,-41.68,2.4,174.22,3.2,8.0,6.0,M,,,,,,,2.6,0.1,12,2.5,nan,9,,,,2.5,0.2,9
2017p020638,2017-01-08T15:15:48Z,-41.71,4.1,174.15,3.9,5.0,0.0,M,,,,,,,2.5,0.3,6,2.0,nan,4,,,,2.0,0.4,4
2017p020722,2017-01-08T16:01:01Z,-41.68,3.5,174.16,4.4,8.0,7.0,M,,,,,,,2.4,0.2,8,2.3,nan,7,,,,2.3,0.3,7
2017p020765,2017-01-08T16:23:39Z,-38.78,6.0,178.4,9.5,27.0,10.0,M,,,,,,,2.2,0.2,8,1.8,nan,4,,,,1.8,0.4,4
2017p020792,2017-01-08T16:38:26Z,-42.27,2.5,173.55,3.8,5.0,0.0,M,,,,,,,2.4,0.2,8,1.9,nan,2,,,,1.9,0.1,2
2017p020793,2017-01-08T16:38:26Z,-42.04,4.6,173.8,4.4,5.0,0.0,M,,,,,,,2.1,0.4,3,1.2,nan,1,,,,1.2,nan,1
2017p020794,2017-01-08T16:39:00Z,-41.69,4.8,174.31,5.3,9.0,10.0,M,,,,,,,2.2,0.3,6,1.7,nan,5,,,,1.7,0.2,5
2017p020797,2017-01-08T16:40:54Z,-41.75,6.3,174.34,10.5,12.0,16.0,M,,,,,,,2.0,0.3,6,1.7,nan,1,,,,1.7,nan,1
2017p020801,2017-01-08T16:43:04Z,-41.56,3.9,174.42,3.1,5.0,0.0,M,,,,,,,2.1,0.3,10,1.5,nan,2,,,,1.5,0.0,2
2017p020823,2017-01-08T16:54:57Z,-42.66,4.9,172.89,4.4,8.0,9.0,M,,,,,,,2.5,0.1,6,2.3,nan,6,,,,2.3,0.2,6
2017p020908,2017-01-08T17:40:00Z,-42.55,3.1,173.23,3.2,5.0,0.0,M,,,,,,,2.8,0.2,10,2.6,nan,9,,,,2.6,0.2,9
2017p020969,2017-01-08T18:12:40Z,-41.73,3.9,174.36,3.8,11.0,6.0,M,,,,,,,2.7,0.2,13,2.5,nan,12,,,,2.5,0.2,12
2017p021047,2017-01-08T18:54:21Z,-42.48,3.3,173.16,3.1,5.0,0.0,M,,,,,,,2.7,0.2,10,2.5,nan,7,,,,2.5,0.3,7
2017p021053,2017-01-08T18:57:21Z,-41.73,2.7,174.22,3.4,5.0,5.0,M,,,,,,,2.8,0.3,13,2.6,nan,11,,,,2.6,0.1,11
2017p021068,2017-01-08T19:05:15Z,-42.11,2.8,173.79,4.1,8.0,5.0,M,,,,,,,2.4,0.3,9,2.1,nan,5,,,,2.1,0.3,5
2017p021089,2017-01-08T19:16:16Z,-42.21,2.7,173.62,3.7,5.0,0.0,M,,,,,,,2.5,0.2,10,2.2,nan,3,,,,2.2,0.3,3
2017p021108,2017-01-08T19:26:43Z,-41.7,4.3,174.33,4.8,11.0,8.0,M,,,,,,,2.1,0.3,10,1.3,nan,3,,,,1.3,0.2,3
2017p021192,2017-01-08T20:11:10Z,-41.74,4.4,174.34,2.8,8.0,6.0,M,,,,,,,2.4,0.1,15,2.3,nan,7,,,,2.3,0.3,7
2017p021201,2017-01-08T20:16:18Z,-41.59,4.0,174.44,2.4,5.0,0.0,M,,,,,,,2.6,0.1,13,2.4,nan,10,,,,2.4,0.2,10
2017p021249,2017-01-08T20:41:26Z,-40.55,3.4,176.42,3.9,15.0,6.0,M,,,,,,,4.0,0.2,12,3.4,nan,33,,,,3.4,0.2,33
2017p021270,2017-01-08T20:52:51Z,-41.74,4.9,174.3,4.4,15.0,8.0,M,,,,,,,2.3,0.2,11,2.1,nan,6,,,,2.1,0.3,6
2017p021271,2017-01-08T20:53:13Z,-42.4,3.2,173.35,2.9,5.0,0.0,M,,,,,,,2.3,0.1,7,2.0,nan,4,,,,2.0,0.0,4
2017p021278,2017-01-08T20:57:06Z,-42.5,2.6,173.2,3.3,5.0,0.0,M,,,,,,,2.5,0.3,9,2.4,nan,4,,,,2.4,0.4,4
2017p021393,2017-01-08T21:58:19Z,-42.21,2.6,173.61,3.4,5.0,0.0,M,,,,,,,2.8,0.2,10,2.7,nan,10,,,,2.7,0.1,10
2017p021421,2017-01-08T22:13:23Z,-42.47,2.9,173.24,3.4,5.0,0.0,M,,,,,,,2.5,0.3,8,2.4,nan,4,,,,2.4,0.4,4
2017p021435,2017-01-08T22:21:20Z,-41.08,3.2,175.76,3.4,17.0,7.0,M,,,,,,,1.7,0.2,7,1.3,nan,4,,,,1.3,0.5,4
2017p021511,2017-01-08T23:01:20Z,-41.55,3.3,174.4,2.7,12.0,0.0,M,,,,,,,2.4,0.1,12,2.2,nan,9,,,,2.2,0.2,9
2017p021530,2017-01-08T23:11:21Z,-37.08,9.0,177.39,8.7,130.0,12.0,M,,,,,,,2.6,0.2,8,2.4,nan,4,,,,2.4,0.1,4
2017p021538,2017-01-08T23:15:47Z,-40.87,6.6,176.4,9.5,17.0,7.0,M,,,,,,,2.3,0.2,9,2.0,nan,8,,,,2.0,0.1,8
2017p021553,2017-01-08T23:23:45Z,-42.54,4.3,173.25,3.6,5.0,0.0,M,,,,,,,2.5,0.3,7,2.0,nan,3,,,,2.0,0.3,3
2017p021572,2017-01-08T23:33:54Z,-42.19,3.9,173.54,3.3,5.0,0.0,M,,,,,,,2.3,0.1,6,2.0,nan,5,,,,2.0,0.2,5
2017p021577,2017-01-08T23:36:25Z,-42.31,4.5,174.05,4.5,5.0,0.0,M,,,,,,,2.4,0.2,9,2.0,nan,6,,,,2.0,0.2,6
2017p021644,2017-01-09T00:12:01Z,-42.2,2.8,173.55,3.3,5.0,0.0,M,,,,,,,2.4,0.1,9,2.1,nan,4,,,,2.1,0.2,4
2017p021670,2017-01-09T00:26:14Z,-42.64,3.8,172.82,3.3,5.0,0.0,M,,,,,,,2.4,0.2,7,2.1,nan,4,,,,2.1,0.3,4
2017p021758,2017-01-09T01:12:40Z,-45.19,3.8,171.23,6.5,5.0,0.0,M,,,,,,,2.7,0.1,8,2.6,nan,5,,,,2.6,0.1,5
2017p021793,2017-01-09T01:31:42Z,-42.43,3.7,173.67,3.1,6.0,3.0,M,4.6,nan,1,,,,4.0,0.2,13,3.8,nan,32,3.8,0.4,1,3.8,0.2,32
2017p021811,2017-01-09T01:40:54Z,-42.64,3.8,172.88,3.4,5.0,0.0,M,,,,,,,2.4,0.2,6,2.1,nan,4,,,,2.1,0.2,4
2017p021825,2017-01-09T01:48:34Z,-42.43,5.5,173.7,7.0,5.0,5.0,M,,,,,,,2.5,0.2,6,2.4,nan,7,,,,2.4,0.2,7
2017p021853,2017-01-09T02:03:42Z,-42.19,2.6,173.53,3.3,5.0,0.0,M,,,,,,,2.5,0.2,7,2.3,nan,4,,,,2.3,0.0,4
2017p021881,2017-01-09T02:18:16Z,-42.13,2.4,173.5,3.1,5.0,0.0,M,,,,,,,2.4,0.1,8,2.0,nan,5,,,,2.0,0.2,5
2017p021897,2017-01-09T02:27:13Z,-40.92,6.9,176.46,8.9,18.0,8.0,M,,,,,,,3.0,0.2,11,2.6,nan,18,,,,2.6,0.1,18
2017p021912,2017-01-09T02:34:55Z,-37.13,8.9,179.03,11.3,5.0,0.0,M,,,,,,,2.7,0.3,6,2.4,nan,4,,,,2.4,0.2,4
2017p021927,2017-01-09T02:42:48Z,-38.38,3.4,177.63,3.5,33.0,6.0,M,,,,,,,3.4,0.3,12,3.0,nan,36,,,,3.0,0.2,36
2017p021936,2017-01-09T02:47:48Z,-42.07,12.2,177.72,16.7,74.0,74.0,M,,,,,,,3.9,0.2,21,3.6,nan,19,,,,3.6,0.2,19
2017p022062,2017-01-09T03:54:32Z,-41.95,17.7,177.4,23.1,115.0,48.0,M,,,,,,,3.0,0.3,4,2.9,nan,5,,,,2.9,0.2,5
2017p022096,2017-01-09T04:12:49Z,-38.44,7.1,175.8,7.5,118.0,12.0,M,,,,,,,2.5,0.3,7,2.0,nan,3,,,,2.0,0.2,3
2017p022125,2017-01-09T04:28:42Z,-37.02,7.8,179.1,11.7,5.0,0.0,M,,,,,,,3.0,0.2,11,3.0,nan,8,,,,3.0,0.2,8
2017p022128,2017-01-09T04:29:49Z,-41.24,8.6,174.47,3.8,49.0,8.0,M,,,,,,,2.7,0.2,12,2.4,nan,12,,,,2.4,0.2,12
2017p022149,2017-01-09T04:41:35Z,-37.52,7.6,179.67,6.3,33.0,0.0,M,,,,,,,3.6,0.2,15,3.3,nan,18,,,,3.3,0.1,18
2017p022156,2017-01-09T04:44:57Z,-42.84,2.2,172.26,2.8,6.0,4.0,M,,,,,,,3.5,0.2,11,3.4,nan,26,,,,3.4,0.2,26
2017p022165,2017-01-09T04:49:43Z,-40.26,7.7,173.53,11.4,149.0,13.0,M,,,,,,,,,,2.1,nan,3,,,,2.1,0.0,3
2017p022185,2017-01-09T05:00:42Z,-40.64,4.9,175.84,4.3,22.0,6.0,M,,,,,,,1.6,0.3,6,1.0,nan,2,,,,1.0,0.1,2
2017p022232,2017-01-09T05:25:37Z,-37.84,5.6,177.21,4.1,41.0,9.0,M,,,,,,,3.1,0.3,17,2.7,nan,25,,,,2.7,0.2,25
2017p022386,2017-01-09T06:48:07Z,-37.11,17.8,177.29,15.6,134.0,13.0,M,,,,,,,,,,2.4,nan,5,,,,2.4,0.1,5
2017p022486,2017-01-09T07:40:44Z,-42.48,3.4,173.36,3.0,5.0,0.0,M,,,,,,,3.0,0.2,8,2.8,nan,9,,,,2.8,0.2,9
2017p022490,2017-01-09T07:43:10Z,-41.77,2.8,174.09,3.9,8.0,5.0,M,,,,,,,2.7,0.1,10,2.4,nan,8,,,,2.4,0.1,8
2017p022502,2017-01-09T07:48:48Z,-42.39,5.4,173.73,8.2,3.0,4.0,M,,,,,,,2.3,0.4,6,1.5,nan,2,,,,1.5,0.2,2
2017p022501,2017-01-09T07:48:54Z,-41.9,4.4,174.12,5.3,5.0,6.0,M,,,,,,,2.1,0.3,7,1.5,nan,3,,,,1.5,0.3,3
2017p022509,2017-01-09T07:53:10Z,-42.18,2.3,173.54,3.0,5.0,0.0,M,,,,,,,2.7,0.2,8,2.6,nan,6,,,,2.6,0.2,6
2017p022543,2017-01-09T08:11:11Z,-41.87,3.3,174.11,3.5,5.0,5.0,M,,,,,,,2.6,0.2,9,2.3,nan,7,,,,2.3,0.1,7
2017p022550,2017-01-09T08:14:46Z,-41.87,3.3,174.12,4.0,5.0,5.0,M,,,,,,,2.8,0.2,11,2.6,nan,7,,,,2.6,0.1,7
2017p022625,2017-01-09T08:54:56Z,-42.6,3.9,173.11,4.4,7.0,6.0,M,,,,,,,2.7,0.2,9,2.5,nan,6,,,,2.5,0.2,6
2017p022627,2017-01-09T08:55:44Z,-41.7,2.6,174.14,3.6,9.0,6.0,M,,,,,,,2.6,0.2,10,2.2,nan,7,,,,2.2,0.3,7
2017p022632,2017-01-09T08:58:29Z,-42.28,3.7,173.77,5.2,10.0,4.0,M,,,,,,,3.1,0.3,14,2.8,nan,11,,,,2.8,0.1,11
2017p022639,2017-01-09T09:02:21Z,-42.28,3.8,173.79,5.3,7.0,5.0,M,,,,,,,2.4,0.2,8,2.1,nan,3,,,,2.1,0.2,3
2017p022647,2017-01-09T09:06:39Z,-42.14,2.4,173.65,3.6,5.0,3.0,M,,,,,,,2.4,0.1,9,2.1,nan,4,,,,2.1,0.1,4
2017p022657,2017-01-09T09:11:55Z,-36.99,4.9,179.11,12.4,12.0,0.0,M,,,,,,,3.5,0.2,12,3.1,nan,12,,,,3.1,0.1,12
2017p022760,2017-01-09T10:06:33Z,-42.64,3.9,172.77,3.1,5.0,0.0,M,,,,,,,2.5,0.2,6,1.9,nan,2,,,,1.9,0.1,2
2017p022765,2017-01-09T10:09:45Z,-37.14,6.4,179.06,10.7,12.0,0.0,M,,,,,,,3.0,0.4,10,2.4,nan,4,,,,2.4,0.1,4
2017p022791,2017-01-09T10:23:11Z,-37.04,5.3,179.1,9.5,5.0,0.0,M,,,,,,,3.3,0.2,12,2.9,nan,12,,,,2.9,0.1,12
2017p022800,2017-01-09T10:28:18Z,-42.07,2.7,173.73,3.0,5.0,0.0,M,,,,,,,2.6,0.3,12,2.4,nan,5,,,,2.4,0.2,5
2017p022803,2017-01-09T10:29:35Z,-42.22,2.6,173.7,3.8,5.0,0.0,M,,,,,,,2.6,0.2,10,2.4,nan,7,,,,2.4,0.3,7
2017p022836,2017-01-09T10:47:28Z,-44.93,6.5,167.61,6.9,53.0,10.0,M,,,,,,,2.6,0.2,6,2.2,nan,3,,,,2.2,0.2,3
2017p022838,2017-01-09T10:48:21Z,-38.52,5.5,175.82,6.3,95.0,18.0,M,,,,,,,2.4,0.2,12,2.1,nan,3,,,,2.1,0.4,3
2017p022841,2017-01-09T10:50:11Z,-42.03,2.5,173.73,3.1,5.0,0.0,M,,,,,,,2.2,0.1,7,1.9,nan,3,,,,1.9,0.2,3
2017p022854,2017-01-09T10:57:04Z,-43.04,3.0,173.2,4.0,5.0,0.0,M,,,,,,,2.5,0.1,8,2.3,nan,6,,,,2.3,0.2,6
2017p022870,2017-01-09T11:05:25Z,-42.46,3.1,173.11,4.1,5.0,0.0,M,,,,,,,2.8,0.3,9,2.6,nan,8,,,,2.6,0.2,8
2017p022881,2017-01-09T11:11:11Z,-40.42,4.2,176.76,5.0,14.0,7.0,M,,,,,,,3.8,0.2,12,3.3,nan,48,,,,3.3,0.2,48
2017p022887,2017-01-09T11:14:19Z,-42.14,2.7,173.65,3.3,5.0,0.0,M,,,,,,,2.5,0.2,7,2.1,nan,4,,,,2.1,0.1,4
2017p022970,2017-01-09T11:58:32Z,-42.19,2.3,173.6,3.1,5.0,0.0,M,,,,,,,2.6,0.2,9,2.4,nan,7,,,,2.4,0.2,7
2017p023001,2017-01-09T12:15:05Z,-42.27,3.7,173.87,4.4,11.0,5.0,M,,,,,,,2.9,0.2,13,2.6,nan,11,,,,2.6,0.2,11
2017p023036,2017-01-09T12:33:46Z,-41.9,3.6,174.11,5.0,5.0,4.0,M,,,,,,,2.4,0.1,8,2.0,nan,6,,,,2.0,0.2,6
2017p023043,2017-01-09T12:37:49Z,-42.33,2.9,172.81,3.8,12.0,0.0,M,,,,,,,2.5,0.2,10,2.1,nan,5,,,,2.1,0.2,5
2017p023045,2017-01-09T12:39:02Z,-41.48,17.3,176.88,22.6,184.0,23.0,M,,,,,,,3.1,0.2,7,3.2,nan,19,,,,3.2,0.2,19
2017p023048,2017-01-09T12:40:24Z,-41.77,21.4,177.34,25.0,178.0,44.0,M,,,,,,,3.0,0.3,5,3.5,nan,12,,,,3.5,0.2,12
2017p023053,2017-01-09T12:42:58Z,-41.54,9.2,177.64,8.9,12.0,0.0,M,,,,,,,3.0,0.2,9,3.0,nan,9,,,,3.0,0.2,9
2017p023060,2017-01-09T12:46:39Z,-41.53,9.3,177.68,6.7,12.0,0.0,M,,,,,,,3.1,0.1,13,3.0,nan,13,,,,3.0,0.2,13
2017p023074,2017-01-09T12:53:54Z,-37.72,12.6,176.22,12.3,253.0,15.0,M,,,,,,,,,,2.0,nan,2,,,,2.0,0.3,2
2017p023075,2017-01-09T12:54:49Z,-42.27,2.3,173.54,4.0,5.0,0.0,M,,,,,,,2.7,0.1,8,2.5,nan,6,,,,2.5,0.1,6
2017p023091,2017-01-09T13:03:11Z,-42.25,3.6,173.87,6.4,5.0,0.0,M,,,,,,,2.3,0.2,7,1.9,nan,3,,,,1.9,0.1,3
2017p023115,2017-01-09T13:16:11Z,-41.87,2.5,173.98,5.4,9.0,5.0,M,,,,,,,2.3,0.2,8,1.8,nan,5,,,,1.8,0.2,5
2017p023196,2017-01-09T13:59:14Z,-41.06,5.9,174.19,3.7,34.0,7.0,M,,,,,,,2.5,0.3,11,2.3,nan,7,,,,2.3,0.3,7
2017p023218,2017-01-09T14:11:00Z,-42.27,3.1,173.59,4.2,5.0,6.0,M,,,,,,,2.5,0.2,9,2.3,nan,6,,,,2.3,0.2,6
2017p023315,2017-01-09T15:02:34Z,-41.9,3.7,173.5,3.0,5.0,0.0,M,,,,,,,2.4,0.2,9,1.9,nan,4,,,,1.9,0.3,4
2017p023321,2017-01-09T15:05:48Z,-42.51,2.7,173.29,3.5,5.0,0.0,M,,,,,,,2.5,0.3,9,2.0,nan,3,,,,2.0,0.2,3
2017p023378,2017-01-09T15:36:05Z,-42.32,2.5,173.44,2.9,5.0,0.0,M,,,,,,,2.7,0.2,9,2.5,nan,7,,,,2.5,0.1,7
2017p023383,2017-01-09T15:38:42Z,-38.52,7.3,175.76,7.0,126.0,11.0,M,,,,,,,1.9,0.2,7,2.3,nan,9,,,,2.3,0.5,9
2017p023397,2017-01-09T15:46:00Z,-37.69,8.2,179.07,9.4,22.0,9.0,M,,,,,,,2.7,0.3,9,2.4,nan,5,,,,2.4,0.2,5
2017p023477,2017-01-09T16:29:03Z,-41.21,6.8,172.58,6.1,110.0,8.0,M,,,,,,,,,,2.3,nan,6,,,,2.3,0.7,6
2017p023629,2017-01-09T17:49:59Z,-41.64,4.5,174.33,4.3,8.0,8.0,M,,,,,,,2.5,0.1,11,2.3,nan,11,,,,2.3,0.2,11
2017p023639,2017-01-09T17:55:12Z,-42.44,5.2,173.71,5.7,4.0,4.0,M,,,,,,,3.3,0.2,9,3.0,nan,19,,,,3.0,0.2,19
2017p023672,2017-01-09T18:12:33Z,-42.43,5.2,173.72,6.1,4.0,4.0,M,,,,,,,2.9,0.2,8,2.6,nan,9,,,,2.6,0.1,9
2017p023691,2017-01-09T18:22:51Z,-41.39,5.2,174.58,2.9,17.0,5.0,M,,,,,,,2.7,0.2,13,2.4,nan,12,,,,2.4,0.1,12
2017p023752,2017-01-09T18:55:16Z,-42.23,3.0,173.61,4.3,9.0,5.0,M,,,,,,,2.2,0.2,6,1.9,nan,4,,,,1.9,0.2,4
2017p023774,2017-01-09T19:07:15Z,-41.88,3.5,174.13,3.8,7.0,5.0,M,,,,,,,2.5,0.2,10,2.1,nan,6,,,,2.1,0.2,6
2017p023806,2017-01-09T19:24:04Z,-45.09,6.7,167.39,8.1,94.0,9.0,M,,,,,,,,,,3.2,nan,10,,,,3.2,0.1,10
2017p023816,2017-01-09T19:29:26Z,-41.7,2.4,174.17,3.2,8.0,5.0,M,,,,,,,2.6,0.2,13,2.4,nan,11,,,,2.4,0.2,11
2017p023832,2017-01-09T19:37:45Z,-42.01,4.6,174.37,4.8,22.0,7.0,M,,,,,,,2.8,0.2,12,2.7,nan,7,,,,2.7,0.1,7
2017p023851,2017-01-09T19:48:11Z,-42.64,3.2,172.78,3.2,5.0,0.0,M,,,,,,,2.6,0.2,7,2.3,nan,4,,,,2.3,0.2,4
2017p023878,2017-01-09T20:02:16Z,-41.72,3.0,174.17,3.5,5.0,4.0,M,,,,,,,2.1,0.3,9,1.5,nan,3,,,,1.5,0.6,3
2017p023914,2017-01-09T20:21:24Z,-42.47,2.9,173.37,2.7,5.0,0.0,M,,,,,,,3.0,0.2,8,2.8,nan,14,,,,2.8,0.2,14
2017p023992,2017-01-09T21:03:27Z,-41.72,2.8,174.2,3.4,9.0,5.0,M,,,,,,,2.6,0.2,12,2.3,nan,10,,,,2.3,0.2,10
2017p024117,2017-01-09T22:10:01Z,-38.15,1.3,176.67,1.9,10.0,3.0,M,,,,,,,2.1,0.2,15,1.8,nan,13,,,,1.8,0.2,13
2017p024148,2017-01-09T22:26:06Z,-42.58,2.9,173.08,3.3,5.0,0.0,M,,,,,,,2.7,0.2,8,2.6,nan,6,,,,2.6,0.2,6
2017p024170,2017-01-09T22:37:52Z,-41.65,3.0,174.19,2.9,7.0,5.0,M,,,,,,,2.5,0.1,14,2.2,nan,6,,,,2.2,0.3,6
